customer_city,customer_state,orders,total_revenue,pct_of_total_revenue,cumulative_pct_revenue,revenue_rank
campina verde,MG,10,659.48,0.0,95.39,1588
tracunhaem,PE,1,659.0,0.0,95.39,1589
morada nova de minas,MG,3,658.89,0.0,95.4,1590
marilac,MG,1,657.8,0.0,95.4,1591
cidreira,RS,5,656.12,0.0,95.41,1592
livramento de nossa senhora,BA,5,655.54,0.0,95.41,1593
jequeri,MG,1,655.0,0.0,95.42,1594
coribe,BA,8,654.97,0.0,95.42,1595
belem do sao francisco,PE,2,654.5,0.0,95.43,1596
presidente getulio,SC,6,654.1800000000001,0.0,95.43,1597
itirucu,BA,3,653.28,0.0,95.44,1598
grajau,MA,5,652.79,0.0,95.44,1599
guaraci,PR,2,651.9,0.0,95.45,1600
baldim,MG,2,650.99,0.0,95.45,1601
santa helena,MA,3,649.7,0.0,95.46,1602
maioba,MA,2,648.89,0.0,95.46,1603
acopiara,CE,7,647.67,0.0,95.47,1604
lagoa formosa,MG,7,647.5699999999999,0.0,95.47,1605
tres cachoeiras,RS,7,646.27,0.0,95.48,1606
cunha pora,SC,5,645.4200000000001,0.0,95.48,1607
caninde,CE,6,645.38,0.0,95.49,1608
terra rica,PR,7,644.6700000000001,0.0,95.49,1609
frei inocencio,MG,5,644.29,0.0,95.5,1610
carmo de minas,MG,3,643.96,0.0,95.5,1611
cajuru,SP,9,643.76,0.0,95.51,1612
esperantinopolis,MA,3,640.61,0.0,95.51,1613
salto grande,SP,1,640.0,0.0,95.52,1614
maristela,SP,4,639.32,0.0,95.52,1615
urucui,PI,4,638.97,0.0,95.53,1616
jequitiba,MG,2,636.9,0.0,95.53,1617
miranorte,TO,2,635.9,0.0,95.54,1618
itaperucu,PR,4,635.84,0.0,95.54,1619
nova europa,SP,8,634.44,0.0,95.55,1620
madre de deus,BA,7,633.32,0.0,95.55,1621
jucurutu,RN,4,632.98,0.0,95.55,1622
conceicao dos ouros,MG,4,632.78,0.0,95.56,1623
juti,MS,4,631.79,0.0,95.56,1624
manoel ribas,PR,4,631.65,0.0,95.57,1625
sao bento do sapucai,SP,7,630.54,0.0,95.57,1626
cururupu,MA,3,629.26,0.0,95.58,1627
iati,PE,3,628.99,0.0,95.58,1628
santa helena,PR,9,628.15,0.0,95.59,1629
barra de sao francisco,ES,9,627.56,0.0,95.59,1630
morro reuter,RS,3,627.34,0.0,95.6,1631
palmeira,SC,3,626.9,0.0,95.6,1632
viana,MA,5,622.97,0.0,95.61,1633
alto santo,CE,3,622.89,0.0,95.61,1634
barro,CE,4,621.89,0.0,95.62,1635
camapua,MS,6,621.29,0.0,95.62,1636
belo oriente,MG,5,620.39,0.0,95.63,1637
monte azul,MG,5,619.9,0.0,95.64,1638
perola d'oeste,PR,2,619.9,0.0,95.64,1638
itororo,BA,2,619.2,0.0,95.64,1640
nova hartz,RS,3,618.88,0.0,95.64,1641
sao cristovao,SE,7,618.69,0.0,95.65,1642
mario campos,MG,3,618.64,0.0,95.65,1643
ribeira do pombal,BA,8,618.19,0.0,95.66,1644
bofete,SP,5,617.59,0.0,95.66,1645
maracacume,MA,4,617.18,0.0,95.67,1646
aracariguama,SP,8,616.88,0.0,95.67,1647
miguel calmon,BA,5,616.64,0.0,95.68,1648
virginopolis,MG,7,614.64,0.0,95.68,1649
jauru,MT,5,613.79,0.0,95.69,1650
firminopolis,GO,7,613.49,0.0,95.69,1651
bataguassu,MS,5,613.0,0.0,95.7,1652
joao lisboa,MA,5,612.89,0.0,95.7,1653
nepomuceno,MG,9,610.94,0.0,95.71,1654
ivai,PR,2,610.7700000000001,0.0,95.71,1655
jaragua,GO,7,610.67,0.0,95.71,1656
graccho cardoso,SE,1,610.0,0.0,95.72,1657
santo cristo,RS,7,609.45,0.0,95.72,1658
breves,PA,1,609.0,0.0,95.73,1659
anitapolis,SC,2,608.99,0.0,95.73,1660
colina,SP,9,608.68,0.0,95.74,1661
bela vista de goias,GO,7,608.66,0.0,95.74,1662
juatuba,MG,4,607.9,0.0,95.75,1663
goiana,PE,9,606.93,0.0,95.75,1664
lindoia,SP,9,606.03,0.0,95.76,1665
avelar,RJ,4,606.0,0.0,95.76,1666
lagoinha,SP,3,605.98,0.0,95.77,1667
guaraciaba do norte,CE,4,605.15,0.0,95.77,1668
jupi,PE,2,604.9,0.0,95.77,1669
conceicao da feira,BA,2,603.99,0.0,95.78,1670
perdoes,MG,9,603.88,0.0,95.78,1671
comendador levy gasparian,RJ,7,603.69,0.0,95.79,1672
capanema,PR,9,602.59,0.0,95.79,1673
itambacuri,MG,6,601.77,0.0,95.8,1674
pirai do sul,PR,6,601.29,0.0,95.8,1675
matias olimpio,PI,1,600.0,0.0,95.81,1676
lavrinhas,SP,1,599.9,0.0,95.81,1677
canto do buriti,PI,1,599.5,0.0,95.82,1678
campanha,MG,7,598.79,0.0,95.82,1679
vere,PR,3,598.39,0.0,95.82,1680
rio pardo de minas,MG,5,597.6899999999999,0.0,95.83,1681
pouso redondo,SC,3,597.29,0.0,95.83,1682
nhandeara,SP,7,595.26,0.0,95.84,1683
nova mamore,RO,2,594.9,0.0,95.84,1684
arraial d'ajuda,BA,7,594.42,0.0,95.85,1685
lavras do sul,RS,3,593.8,0.0,95.85,1686
sobradinho,BA,5,592.69,0.0,95.86,1687
fernando prestes,SP,6,591.48,0.0,95.86,1688
petrolandia,SC,5,589.85,0.0,95.86,1689
paulo de faria,SP,5,588.5799999999999,0.0,95.87,1690
coronel joao sa,BA,3,587.99,0.0,95.88,1691
passo de torres,SC,7,587.99,0.0,95.88,1691
morretes,PR,3,587.98,0.0,95.88,1693
lagoa dourada,MG,5,586.78,0.0,95.89,1694
senador pompeu,CE,4,585.94,0.0,95.89,1695
buriticupu,MA,4,585.78,0.0,95.9,1696
custodia,PE,5,584.88,0.0,95.9,1697
raposo,RJ,3,584.7,0.0,95.9,1698
seara,SC,5,582.87,0.0,95.91,1699
morungaba,SP,7,582.6899999999999,0.0,95.91,1700
uchoa,SP,3,582.64,0.0,95.92,1701
marco,CE,3,582.6,0.0,95.92,1702
bananal,SP,5,582.25,0.0,95.93,1703
ubirata,PR,7,582.1800000000001,0.0,95.93,1704
capela,SE,3,580.9399999999999,0.0,95.94,1705
santa cruz das palmeiras,SP,9,580.59,0.0,95.94,1706
vera cruz,RS,4,579.98,0.0,95.94,1707
sao bento,PB,3,579.89,0.0,95.95,1708
medina,MG,6,579.19,0.0,95.95,1709
sao jose do divino,PI,1,579.0,0.0,95.96,1710
jaqueira,PE,3,578.99,0.0,95.96,1711
santa cruz de minas,MG,5,578.89,0.0,95.97,1712
tanque d'arca,AL,2,578.0,0.0,95.97,1713
anta gorda,RS,4,577.7,0.0,95.97,1714
horizontina,RS,7,576.54,0.0,95.98,1715
nova aurora,PR,3,575.89,0.0,95.98,1716
aguas vermelhas,MG,3,574.58,0.0,95.99,1717
macaiba,RN,5,574.4399999999999,0.0,95.99,1718
candelaria,RS,4,573.39,0.0,96.0,1719
sirinhaem,PE,5,571.88,0.0,96.0,1720
nova mutum,MT,5,571.38,0.0,96.01,1721
sapucai-mirim,MG,4,569.79,0.0,96.01,1722
sao jeronimo,RS,7,569.75,0.0,96.01,1723
guaranta,SP,5,569.29,0.0,96.02,1724
sao bento,MA,2,569.0,0.0,96.02,1725
ipiabas,RJ,4,568.87,0.0,96.03,1726
soledade,RS,5,568.79,0.0,96.03,1727
alfredo vasconcelos,MG,3,567.99,0.0,96.04,1728
timbauba,PE,7,567.67,0.0,96.04,1729
silva jardim,RJ,4,567.59,0.0,96.04,1730
barra de santo antonio,AL,2,567.0,0.0,96.05,1731
hidreletrica tucurui,PA,3,564.78,0.0,96.05,1732
porto xavier,RS,5,564.46,0.0,96.06,1733
padre carvalho,MG,1,563.0,0.0,96.06,1734
rio largo,AL,6,562.71,0.0,96.07,1735
terra roxa,PR,3,561.0699999999999,0.0,96.07,1736
paulo frontin,PR,5,560.9,0.0,96.07,1737
campo ere,SC,7,560.6,0.0,96.08,1738
paranapanema,SP,11,560.45,0.0,96.08,1739
marechal floriano,ES,5,559.64,0.0,96.09,1740
desterro,PB,1,559.0,0.0,96.09,1741
nossa senhora das dores,SE,1,559.0,0.0,96.09,1741
paraipaba,CE,5,558.97,0.0,96.1,1743
itaitinga,CE,3,558.9,0.0,96.1,1744
rio das flores,RJ,6,558.68,0.0,96.11,1745
irai,RS,2,557.89,0.0,96.12,1746
sao valentim,RS,3,557.89,0.0,96.12,1746
morro do chapeu,BA,7,557.5699999999999,0.0,96.12,1748
ibiai,MG,3,556.89,0.0,96.12,1749
parauna,GO,4,556.88,0.0,96.13,1750
jesuitas,PR,4,556.55,0.0,96.13,1751
rafard,SP,5,556.4,0.0,96.14,1752
castelandia,GO,5,554.98,0.0,96.14,1753
antonio prado,RS,5,554.2,0.0,96.15,1754
barra do ribeiro,RS,5,553.78,0.0,96.15,1755
oeiras,PI,6,553.44,0.0,96.15,1756
itapecuru mirim,MA,4,552.97,0.0,96.16,1757
rifaina,SP,2,552.8,0.0,96.17,1758
rio do pires,BA,4,552.8,0.0,96.17,1758
paracuru,CE,4,550.89,0.0,96.17,1760
uibai,BA,4,549.98,0.0,96.17,1761
sapucaia,RJ,4,548.75,0.0,96.18,1762
nova bandeirantes,MT,4,548.51,0.0,96.18,1763
sao jose do norte,RS,7,548.5,0.0,96.19,1764
capim grosso,BA,5,547.89,0.0,96.19,1765
apiai,SP,6,547.57,0.0,96.2,1766
surubim,PE,5,546.87,0.0,96.2,1767
orizona,GO,6,546.8100000000001,0.0,96.2,1768
teixeira soares,PR,1,545.69,0.0,96.21,1769
sao sepe,RS,6,544.35,0.0,96.21,1770
jeceaba,MG,6,544.23,0.0,96.22,1771
cristais paulista,SP,4,543.78,0.0,96.22,1772
pinheiro machado,RS,5,542.89,0.0,96.22,1773
roque gonzales,RS,5,542.88,0.0,96.23,1774
orindiuva,SP,5,541.78,0.0,96.23,1775
guaracai,SP,5,541.49,0.0,96.24,1776
sao sebastiao do paraiba,RJ,1,540.0,0.0,96.24,1777
pedra preta,MT,4,539.89,0.0,96.24,1778
catuipe,RS,4,539.8,0.0,96.25,1779
campo novo,RS,2,539.79,0.0,96.25,1780
sales oliveira,SP,6,538.15,0.0,96.26,1781
piripiri,PI,7,537.28,0.0,96.26,1782
rio novo,MG,4,536.79,0.0,96.27,1783
iguai,BA,2,535.99,0.0,96.27,1784
cristal,RS,3,533.0,0.0,96.27,1785
francisco sa,MG,3,532.8,0.0,96.28,1786
pitanga,PR,3,532.7,0.0,96.28,1787
rio novo do sul,ES,6,531.68,0.0,96.29,1788
ariranha,SP,5,531.49,0.0,96.29,1789
posto da mata,BA,4,530.98,0.0,96.29,1790
cacule,BA,3,529.78,0.0,96.3,1791
vianopolis,GO,3,529.6700000000001,0.0,96.3,1792
tanhacu,BA,4,528.78,0.0,96.31,1793
sao gabriel do oeste,MS,7,526.72,0.0,96.31,1794
canapolis,MG,5,525.8,0.0,96.31,1795
iguaracu,PR,2,525.7,0.0,96.32,1796
curuca,PA,3,524.7,0.0,96.32,1797
ilha de itamaraca,PE,4,524.44,0.0,96.33,1798
euclides da cunha,BA,5,524.1800000000001,0.0,96.33,1799
guimarania,MG,4,523.9,0.0,96.33,1800
fortuna,MA,3,523.89,0.0,96.34,1801
santa cruz,RN,4,522.74,0.0,96.34,1802
sao francisco de paula,RS,5,520.79,0.0,96.35,1803
horizonte,CE,5,519.99,0.0,96.35,1804
mar vermelho,AL,2,519.98,0.0,96.35,1805
campina da lagoa,PR,2,519.7,0.0,96.36,1806
bady bassitt,SP,6,517.8,0.0,96.36,1807
araputanga,MT,4,517.45,0.0,96.36,1808
ubaitaba,BA,4,517.23,0.0,96.37,1809
gloria do goita,PE,2,516.99,0.0,96.37,1810
ivaipora,PR,7,516.75,0.0,96.38,1811
santa cruz cabralia,BA,5,515.88,0.0,96.38,1812
arcoverde,PE,5,515.8,0.0,96.38,1813
bela vista do paraiso,PR,3,515.49,0.0,96.39,1814
lajinha,MG,3,515.0699999999999,0.0,96.39,1815
rio acima,MG,8,513.66,0.0,96.4,1816
rio piracicaba,MG,4,512.75,0.0,96.4,1817
limoeiro,PE,7,511.59,0.0,96.4,1818
analandia,SP,4,511.03,0.0,96.41,1819
xambre,PR,2,511.0,0.0,96.41,1820
tiradentes,MG,4,510.86,0.0,96.42,1821
colinas do tocantins,TO,3,510.5,0.0,96.42,1822
ipora do oeste,SC,6,509.85,0.0,96.42,1823
conceicao do castelo,ES,5,507.83,0.0,96.43,1824
denise,MT,2,507.0,0.0,96.43,1825
valparaiso,SP,8,506.92,0.0,96.43,1826
pote,MG,3,506.9,0.0,96.44,1827
santa cecilia,SC,4,505.79,0.0,96.44,1828
tangua,RJ,6,504.88,0.0,96.45,1829
eldorado,SP,5,504.77,0.0,96.45,1830
milagres,BA,2,502.53999999999996,0.0,96.45,1831
guarara,MG,2,501.99,0.0,96.46,1832
urbano santos,MA,5,501.79,0.0,96.46,1833
sao carlos,SC,5,500.38,0.0,96.46,1834
cardoso moreira,RJ,6,500.02,0.0,96.47,1835
jiquirica,BA,1,499.99,0.0,96.47,1836
vargeao,SC,1,499.9,0.0,96.48,1837
palestina,SP,10,499.55,0.0,96.48,1838
sao tiago,MG,5,499.27,0.0,96.48,1839
jaquirana,RS,1,499.0,0.0,96.49,1840
lobato,PR,3,498.53999999999996,0.0,96.49,1841
barbosa ferraz,PR,3,497.9,0.0,96.5,1842
aracoiaba,CE,3,497.8,0.0,96.5,1843
mateus leme,MG,8,497.38,0.0,96.5,1844
maravilha,SC,9,497.17,0.0,96.51,1845
potiragua,BA,7,495.96999999999997,0.0,96.51,1846
ipupiara,BA,1,495.0,0.0,96.51,1847
altonia,PR,3,494.9,0.0,96.52,1848
general salgado,SP,6,493.59000000000003,0.0,96.52,1849
florestopolis,PR,3,492.70000000000005,0.0,96.53,1850
ribeirao claro,PR,5,492.69,0.0,96.53,1851
matipo,MG,4,491.19,0.0,96.53,1852
nova aurora,GO,1,490.0,0.0,96.54,1853
caldas,MG,5,489.7,0.0,96.54,1854
sao sebastiao do alto,RJ,4,488.98,0.0,96.54,1855
senges,PR,5,487.39,0.0,96.55,1856
sao jose do cedro,SC,5,486.59000000000003,0.0,96.55,1857
barra de guabiraba,PE,2,486.4,0.0,96.55,1858
pirapetinga,MG,7,486.39,0.0,96.56,1859
muqui,ES,4,485.48,0.0,96.56,1860
barra dos coqueiros,SE,3,484.82,0.0,96.57,1861
quatis,RJ,5,483.69,0.0,96.57,1862
teixeiras,MG,6,483.58,0.0,96.57,1863
carajas,PA,4,483.22,0.0,96.58,1864
tenente portela,RS,3,482.79,0.0,96.58,1865
pindare mirim,MA,3,481.9,0.0,96.58,1866
carai,MG,6,481.87,0.0,96.59,1867
breu branco,PA,3,481.74,0.0,96.59,1868
pedrinopolis,MG,3,481.01,0.0,96.59,1869
feira nova,PE,5,480.78000000000003,0.0,96.6,1870
pio xii,MA,1,479.99,0.0,96.6,1871
penaforte,CE,2,479.89,0.0,96.61,1872
guaraci,SP,2,479.79999999999995,0.0,96.61,1873
itapirapua paulista,SP,2,479.79999999999995,0.0,96.61,1873
cachoeira,BA,4,479.79,0.0,96.62,1875
itarantim,BA,3,478.97,0.0,96.62,1876
alto caparao,MG,2,478.9,0.0,96.62,1877
sao jose de uba,RJ,3,478.89,0.0,96.63,1878
colonia leopoldina,AL,2,477.98,0.0,96.63,1879
carius,CE,3,477.88,0.0,96.63,1880
amaraji,PE,2,476.89,0.0,96.64,1881
capanema,PA,3,475.98,0.0,96.64,1882
paulista,PB,1,475.6,0.0,96.65,1883
paula freitas,PR,1,474.9,0.0,96.65,1884
sao joao do manteninha,MG,3,474.89,0.0,96.65,1885
edeia,GO,4,472.9,0.0,96.66,1886
itobi,SP,7,472.68,0.0,96.66,1887
santo antonio,RN,1,471.8,0.0,96.66,1888
belem,AL,2,469.99,0.0,96.67,1889
rio fortuna,SC,3,469.39,0.0,96.67,1890
presidente bernardes,SP,5,466.86,0.0,96.67,1891
alexania,GO,5,466.67,0.0,96.68,1892
bela vista,MS,3,466.38,0.0,96.68,1893
severinia,SP,5,466.13,0.0,96.68,1894
rolim de moura,RO,7,465.05,0.0,96.69,1895
sao miguel do tapuio,PI,2,465.0,0.0,96.69,1896
nova cruz,RN,3,462.88,0.0,96.7,1897
rio bonito do iguacu,PR,4,462.8,0.0,96.7,1898
areia branca dos assis,PR,3,462.54,0.0,96.7,1899
santa maria de itabira,MG,4,462.3,0.0,96.71,1900
sao joao da ponte,MG,1,461.84,0.0,96.71,1901
granja,CE,5,460.68,0.0,96.71,1902
nova petropolis,RS,8,459.89,0.0,96.72,1903
itapirapua,GO,2,459.79999999999995,0.0,96.72,1904
carmo da mata,MG,6,459.7,0.0,96.72,1905
tupi paulista,SP,6,459.41,0.0,96.73,1906
tumiritinga,MG,1,459.0,0.0,96.73,1907
magda,SP,2,458.99,0.0,96.73,1908
cabo verde,MG,3,458.78999999999996,0.0,96.74,1909
cedral,SP,6,458.34000000000003,0.0,96.74,1910
campos gerais,MG,4,457.16,0.0,96.74,1911
trairi,CE,2,457.0,0.0,96.75,1912
congonhal,MG,4,455.84,0.0,96.75,1913
acu,RN,2,455.59000000000003,0.0,96.75,1914
santa maria do suacui,MG,2,454.9,0.0,96.76,1915
floresta,PE,6,454.58,0.0,96.76,1916
cachoeira de minas,MG,6,454.5,0.0,96.77,1917
entre-ijuis,RS,3,454.5,0.0,96.77,1917
caputira,MG,2,454.28,0.0,96.77,1919
icapui,CE,5,454.25,0.0,96.77,1920
caririacu,CE,2,454.0,0.0,96.78,1921
conquista,MG,6,453.88,0.0,96.78,1922
sananduva,RS,6,453.77,0.0,96.79,1923
ribeirao branco,SP,2,452.99,0.0,96.79,1924
praia grande,SC,4,452.74,0.0,96.79,1925
dom feliciano,RS,5,452.05,0.0,96.8,1926
fatima,BA,2,451.9,0.0,96.8,1927
cachoeira alta,GO,6,451.76,0.0,96.8,1928
rianapolis,GO,4,451.68,0.0,96.81,1929
vila dos cabanos,PA,4,451.23,0.0,96.81,1930
sao martinho,SC,2,451.0,0.0,96.81,1931
boa viagem,CE,3,450.99,0.0,96.82,1932
tutoia,MA,2,449.89,0.0,96.82,1933
dom aquino,MT,3,449.8,0.0,96.82,1934
pintadas,BA,2,449.79999999999995,0.0,96.83,1935
engenheiro paulo de frontin,RJ,6,449.12,0.0,96.83,1936
itueta,MG,2,448.89,0.0,96.83,1937
mutuipe,BA,4,448.79,0.0,96.84,1938
baturite,CE,3,447.97,0.0,96.84,1939
poco verde,SE,4,447.8,0.0,96.84,1940
jardim do serido,RN,3,445.9,0.0,96.85,1941
sao jose do egito,PE,4,444.7,0.0,96.85,1942
quadra,SP,3,443.9,0.0,96.85,1943
bonfinopolis,GO,2,441.87,0.0,96.86,1944
areias,SP,3,441.86,0.0,96.86,1945
cruz machado,PR,3,441.77,0.0,96.86,1946
limeira do oeste,MG,2,441.7,0.0,96.87,1947
solanea,PB,1,440.0,0.0,96.87,1948
rio tinto,PB,2,439.9,0.0,96.87,1949
una,BA,4,437.88,0.0,96.88,1950
dobrada,SP,2,437.5,0.0,96.88,1951
ouro preto do oeste,RO,4,437.49,0.0,96.88,1952
inhapim,MG,7,436.35,0.0,96.89,1953
palmares do sul,RS,5,435.77,0.0,96.89,1954
corupa,SC,4,434.65,0.0,96.89,1955
apiaca,ES,6,434.28,0.0,96.9,1956
minas novas,MG,4,433.77,0.0,96.9,1957
bituruna,PR,5,433.38,0.0,96.9,1958
cambira,PR,2,432.0,0.0,96.91,1959
pindoba,AL,2,432.0,0.0,96.91,1959
vera cruz do oeste,PR,3,431.56,0.0,96.91,1961
kalore,PR,2,429.99,0.0,96.92,1962
boa vista do cadeado,RS,1,429.98,0.0,96.92,1963
araruna,PR,4,429.97,0.0,96.92,1964
montauri,RS,2,429.89,0.0,96.93,1965
ipiacu,MG,3,429.88,0.0,96.93,1966
carolina,MA,2,429.79999999999995,0.0,96.93,1967
arembepe,BA,2,429.7,0.0,96.94,1968
taguatinga,DF,4,429.09999999999997,0.0,96.94,1969
nova palma,RS,2,428.9,0.0,96.95,1970
serrita,PE,2,428.9,0.0,96.95,1970
cachoeira de pajeu,MG,3,428.8,0.0,96.95,1972
bodoquena,MS,2,428.0,0.0,96.95,1973
dionisio cerqueira,SC,3,428.0,0.0,96.95,1973
sao joao,PE,1,427.0,0.0,96.96,1975
ibirarema,SP,5,426.88,0.0,96.96,1976
pinheiro,MA,4,426.8,0.0,96.96,1977
santa isabel do ivai,PR,3,425.9,0.0,96.97,1978
ibicarai,BA,5,424.88,0.0,96.97,1979
alcantara,MA,1,424.8,0.0,96.97,1980
sao pedro do ivai,PR,3,424.74,0.0,96.98,1981
ponte serrada,SC,3,423.9,0.0,96.98,1982
gameleiras,MG,3,423.89,0.0,96.99,1983
itabela,BA,4,423.89,0.0,96.99,1983
luminarias,MG,3,423.8,0.0,96.99,1985
mantenopolis,ES,4,423.78999999999996,0.0,96.99,1986
sao geraldo,MG,4,423.78,0.0,97.0,1987
roseira,SP,5,423.68,0.0,97.0,1988
nova veneza,SC,3,422.89,0.0,97.0,1989
torrinha,SP,6,422.67,0.0,97.01,1990
castelo do piaui,PI,2,422.6,0.0,97.01,1991
pauliceia,SP,2,421.27,0.0,97.01,1992
pedrinhas paulista,SP,4,420.87,0.0,97.02,1993
maravilhas,MG,4,420.81,0.0,97.02,1994
sao goncalo do amarante,CE,5,420.77,0.0,97.02,1995
mato verde,MG,3,420.43,0.0,97.03,1996
pinhao,SE,1,420.0,0.0,97.03,1997
nazare,BA,3,419.84000000000003,0.0,97.03,1998
poco redondo,SE,1,419.8,0.0,97.03,1999
sanclerlandia,GO,4,419.79,0.0,97.04,2000
cocalinho,MT,4,418.87,0.0,97.04,2001
salto veloso,SC,4,418.8,0.0,97.04,2002
cristalia,MG,3,418.7,0.0,97.05,2003
rio branco do sul,PR,6,418.57,0.0,97.05,2004
alto boa vista,MT,5,418.0,0.0,97.05,2005
gandu,BA,4,417.7,0.0,97.06,2006
caraiba,PE,2,416.89,0.0,97.06,2007
baianopolis,BA,2,416.3,0.0,97.06,2008
pedra azul,MG,5,416.12,0.0,97.07,2009
palma,MG,4,415.89,0.0,97.07,2010
jatoba,PE,3,415.3,0.0,97.07,2011
martinho campos,MG,2,415.2,0.0,97.08,2012
bandeira do sul,MG,2,414.9,0.0,97.08,2013
irai de minas,MG,2,414.89,0.0,97.08,2014
esperantina,PI,4,414.65999999999997,0.0,97.09,2015
travessao,RJ,4,414.09000000000003,0.0,97.09,2016
arace,ES,4,413.4,0.0,97.09,2017
presidente olegario,MG,6,412.91,0.0,97.09,2018
santa maria da boa vista,PE,2,412.08,0.0,97.1,2019
alto piquiri,PR,1,412.0,0.0,97.1,2020
astorga,PR,7,411.77,0.0,97.1,2021
dores do rio preto,ES,4,411.76,0.0,97.11,2022
sao jose do ouro,RS,5,411.38,0.0,97.11,2023
bertolinia,PI,1,411.0,0.0,97.11,2024
brejo da madre de deus,PE,4,410.8,0.0,97.12,2025
lagoa real,BA,1,410.0,0.0,97.12,2026
porto alegre do norte,MT,1,410.0,0.0,97.12,2026
jucurucu,BA,2,409.98,0.0,97.13,2028
senador guiomard,AC,2,409.98,0.0,97.13,2028
aurea,RS,2,409.5,0.0,97.13,2030
rodeiro,MG,3,409.4,0.0,97.14,2031
mondai,SC,2,409.0,0.0,97.14,2032
narandiba,SP,2,408.97999999999996,0.0,97.14,2033
santa cruz da conceicao,SP,4,408.9,0.0,97.14,2034
portalegre,RN,2,408.8,0.0,97.15,2035
terra nova do norte,MT,3,408.8,0.0,97.15,2035
martins soares,MG,6,408.79,0.0,97.15,2037
japura,PR,5,408.5,0.0,97.16,2038
bom jesus do tocantins,PA,3,407.9,0.0,97.16,2039
joao ramalho,SP,3,407.89,0.0,97.16,2040
capitao leonidas marques,PR,5,407.78000000000003,0.0,97.17,2041
paramirim,BA,5,407.68,0.0,97.17,2042
itaipava,ES,4,406.84,0.0,97.17,2043
santo antonio do jacinto,MG,7,406.59,0.0,97.18,2044
silveiras,SP,3,406.50000000000006,0.0,97.18,2045
glicerio,RJ,2,405.99,0.0,97.18,2046
capitao poco,PA,3,405.38,0.0,97.18,2047
pontalina,GO,2,405.0,0.0,97.19,2048
itaoca,ES,2,404.9,0.0,97.19,2049
rodelas,BA,3,404.9,0.0,97.19,2049
sao paulo das missoes,RS,2,404.87,0.0,97.2,2051
panorama,SP,5,404.39,0.0,97.2,2052
tucuma,PA,3,404.25,0.0,97.2,2053
werneck,RJ,2,403.89,0.0,97.21,2054
jacui,MG,4,403.74,0.0,97.21,2055
nova brasilandia d'oeste,RO,2,402.79999999999995,0.0,97.21,2056
lontras,SC,3,402.5,0.0,97.22,2057
bom repouso,MG,4,402.29,0.0,97.22,2058
general carneiro,PR,5,401.48,0.0,97.22,2059
brauna,SP,5,400.78999999999996,0.0,97.22,2060
ipubi,PE,3,400.47,0.0,97.23,2061
sao sebastiao do passe,BA,5,399.89,0.0,97.23,2062
mata,RS,1,399.85,0.0,97.23,2063
sao miguel do guapore,RO,4,399.44,0.0,97.24,2064
embauba,SP,1,399.0,0.0,97.25,2065
ibitira,BA,1,399.0,0.0,97.25,2065
itupiranga,PA,1,399.0,0.0,97.25,2065
sao miguel do gostoso,RN,2,398.9,0.0,97.25,2068
nova santa rosa,PR,4,398.88,0.0,97.25,2069
riolandia,SP,3,398.79999999999995,0.0,97.25,2070
ituacu,BA,3,398.5,0.0,97.26,2071
clementina,SP,4,397.54,0.0,97.26,2072
machadinho d'oeste,RO,3,396.98,0.0,97.26,2073
candido sales,BA,3,396.78999999999996,0.0,97.27,2074
elias fausto,SP,5,396.4,0.0,97.27,2075
seringueiras,RO,2,395.99,0.0,97.27,2076
erval grande,RS,2,395.9,0.0,97.28,2077
capinzal do norte,MA,2,395.0,0.0,97.28,2078
uaua,BA,3,393.98,0.0,97.28,2079
santo antonio das missoes,RS,4,393.89,0.0,97.28,2080
guaranta do norte,MT,5,393.87,0.0,97.29,2081
balneario barra do sul,SC,4,393.3,0.0,97.29,2082
balneario rincao,SC,3,393.0,0.0,97.29,2083
piedade dos gerais,MG,3,392.88,0.0,97.3,2084
cameta,PA,4,392.8,0.0,97.3,2085
santana do araguaia,PA,2,392.79999999999995,0.0,97.3,2086
jardim,CE,2,392.65,0.0,97.31,2087
dom silverio,MG,4,392.24,0.0,97.31,2088
chapada gaucha,MG,4,391.69,0.0,97.31,2089
diamante do norte,PR,5,391.25,0.0,97.31,2090
carambei,PR,3,390.8,0.0,97.32,2091
iraquara,BA,5,390.8,0.0,97.32,2091
amanari,CE,1,390.0,0.0,97.32,2093
governador celso ramos,SC,3,389.97,0.0,97.33,2094
alto parana,PR,2,389.9,0.0,97.33,2095
tabatinga,SP,5,389.69,0.0,97.33,2096
confins,MG,1,389.0,0.0,97.33,2097
ipaporanga,CE,2,388.9,0.0,97.34,2098
pitimbu,PB,1,388.9,0.0,97.34,2098
sao felix de minas,MG,1,388.9,0.0,97.34,2098
santa lucia,SP,3,388.89,0.0,97.35,2101
ibiraci,MG,3,388.8,0.0,97.35,2102
sao romao,MG,5,388.49,0.0,97.35,2103
agua limpa,GO,1,388.0,0.0,97.36,2104
piritiba,BA,5,387.79,0.0,97.36,2105
florai,PR,2,387.39,0.0,97.36,2106
nova bassano,RS,4,387.24,0.0,97.36,2107
capitolio,MG,5,386.89,0.0,97.37,2108
diamantino,MT,7,386.49,0.0,97.37,2109
rio real,BA,3,386.0,0.0,97.37,2110
guaraniacu,PR,5,385.96999999999997,0.0,97.38,2111
campos verdes,GO,1,385.6,0.0,97.38,2112
oiapoque,AP,1,385.0,0.0,97.38,2113
